y_true,y_pred,no toxic,toxic
1,1.0,0.0206,0.9794
1,1.0,0.01012,0.98988
1,1.0,0.06419,0.93581
1,1.0,0.00719,0.99281
0,0.0,0.99773,0.00227
1,1.0,0.00483,0.99517
1,1.0,0.00634,0.99366
0,0.0,0.99435,0.00565
0,0.0,0.99768,0.00232
0,0.0,0.99799,0.00201
1,1.0,0.0213,0.9787
1,1.0,0.03352,0.96648
1,1.0,0.0566,0.9434
0,0.0,0.99636,0.00364
1,1.0,0.00843,0.99157
1,1.0,0.00685,0.99315
1,1.0,0.00365,0.99635
1,1.0,0.01878,0.98122
1,1.0,0.00567,0.99433
1,1.0,0.00574,0.99427
1,1.0,0.00719,0.99281
1,1.0,0.0124,0.9876
1,1.0,0.01255,0.98745
1,1.0,0.0051,0.9949
1,1.0,0.00587,0.99413
1,1.0,0.01606,0.98394
1,1.0,0.00672,0.99328
0,0.0,0.99756,0.00244
1,1.0,0.0341,0.9659
0,0.0,0.98587,0.01413
1,1.0,0.00641,0.99359
1,1.0,0.00435,0.99565
1,1.0,0.00601,0.99399
1,1.0,0.01344,0.98656
1,1.0,0.03282,0.96718
0,0.0,0.9931,0.0069
1,1.0,0.05203,0.94797
1,1.0,0.00646,0.99354
1,1.0,0.00662,0.99338
0,0.0,0.96148,0.03852
1,1.0,0.0053,0.9947
1,1.0,0.00649,0.99351
1,1.0,0.01034,0.98966
1,1.0,0.00839,0.99161
1,1.0,0.00682,0.99318
0,0.0,0.9977,0.0023
0,0.0,0.9977,0.0023
1,1.0,0.00454,0.99546
1,1.0,0.00632,0.99368
1,1.0,0.00531,0.99469
1,1.0,0.00469,0.99531
1,1.0,0.05011,0.94989
0,0.0,0.99776,0.00224
0,0.0,0.99716,0.00284
1,1.0,0.00952,0.99048
1,1.0,0.01074,0.98926
0,0.0,0.99504,0.00496
1,1.0,0.00606,0.99394
0,0.0,0.9967,0.0033
1,1.0,0.01789,0.98211
0,0.0,0.99741,0.00259
1,1.0,0.00431,0.99569
0,1.0,0.03322,0.96678
1,1.0,0.01645,0.98355
1,1.0,0.00526,0.99474
1,1.0,0.00481,0.99519
1,1.0,0.0088,0.9912
1,1.0,0.00652,0.99348
0,0.0,0.99759,0.00241
0,0.0,0.99688,0.00312
1,1.0,0.00494,0.99506
1,1.0,0.00832,0.99168
1,1.0,0.06207,0.93793
1,1.0,0.00669,0.99331
1,1.0,0.06587,0.93413
1,1.0,0.01011,0.98989
1,1.0,0.00728,0.99272
1,1.0,0.00497,0.99503
1,1.0,0.00592,0.99408
1,1.0,0.00718,0.99282
1,1.0,0.00621,0.99379
0,0.0,0.99682,0.00318
1,1.0,0.00454,0.99546
0,0.0,0.85337,0.14663
0,0.0,0.99388,0.00612
1,1.0,0.00793,0.99207
0,0.0,0.99825,0.00175
0,0.0,0.99792,0.00208
1,1.0,0.00638,0.99362
1,1.0,0.00639,0.99361
1,1.0,0.0041,0.9959
1,1.0,0.00397,0.99603
0,0.0,0.99783,0.00217
1,1.0,0.006,0.994
1,0.0,0.93001,0.06999
1,1.0,0.00528,0.99472
0,0.0,0.98007,0.01993
1,1.0,0.00569,0.99431
0,0.0,0.99769,0.00231
1,1.0,0.00442,0.99558
0,0.0,0.98626,0.01374
0,0.0,0.99745,0.00255
1,1.0,0.00643,0.99357
1,1.0,0.01678,0.98322
0,0.0,0.99788,0.00212
0,0.0,0.98574,0.01426
0,0.0,0.77677,0.22323
1,1.0,0.04844,0.95156
1,1.0,0.01363,0.98637
1,1.0,0.00599,0.99401
1,1.0,0.0067,0.9933
1,1.0,0.00466,0.99534
0,0.0,0.98107,0.01893
1,1.0,0.00774,0.99226
1,1.0,0.00389,0.99611
0,0.0,0.99414,0.00586
1,1.0,0.00607,0.99393
1,1.0,0.00832,0.99168
1,1.0,0.02626,0.97374
1,1.0,0.00544,0.99456
0,0.0,0.96718,0.03282
1,1.0,0.00385,0.99615
1,1.0,0.00414,0.99586
1,1.0,0.00417,0.99583
1,1.0,0.02666,0.97334
0,0.0,0.99769,0.00231
1,1.0,0.00825,0.99175
1,1.0,0.00584,0.99416
1,1.0,0.00966,0.99034
1,1.0,0.0092,0.9908
1,1.0,0.04255,0.95745
0,0.0,0.99642,0.00358
1,1.0,0.00603,0.99397
1,1.0,0.01613,0.98387
1,1.0,0.00632,0.99368
1,1.0,0.01162,0.98838
1,1.0,0.00498,0.99502
1,1.0,0.02316,0.97684
0,0.0,0.99764,0.00236
1,1.0,0.00492,0.99508
1,1.0,0.01422,0.98578
1,1.0,0.01878,0.98122
1,1.0,0.00464,0.99536
1,1.0,0.0146,0.9854
0,0.0,0.9975,0.0025
1,1.0,0.00474,0.99526
1,1.0,0.00521,0.99479
1,1.0,0.00535,0.99465
0,0.0,0.99751,0.00249
1,1.0,0.00525,0.99475
1,1.0,0.00478,0.99522
1,1.0,0.00449,0.99551
1,1.0,0.01398,0.98602
0,0.0,0.99649,0.00351
1,1.0,0.00576,0.99424
1,1.0,0.14076,0.85924
0,0.0,0.97908,0.02092
1,1.0,0.0039,0.9961
0,0.0,0.99127,0.00873
0,0.0,0.56546,0.43454
1,1.0,0.00407,0.99593
1,1.0,0.00429,0.99571
1,1.0,0.00673,0.99327
1,1.0,0.00504,0.99496
1,1.0,0.00508,0.99492
0,0.0,0.99429,0.00571
0,0.0,0.99772,0.00228
1,1.0,0.0046,0.9954
1,1.0,0.00745,0.99254
0,0.0,0.99597,0.00403
1,1.0,0.00437,0.99563
1,1.0,0.00366,0.99634
1,1.0,0.00605,0.99395
1,1.0,0.00693,0.99307
1,1.0,0.00768,0.99232
0,0.0,0.99589,0.00411
0,0.0,0.98363,0.01637
1,1.0,0.02359,0.97641
1,1.0,0.00496,0.99504
0,0.0,0.99795,0.00205
1,1.0,0.0057,0.9943
1,1.0,0.00409,0.99591
0,0.0,0.99763,0.00237
1,1.0,0.00846,0.99154
1,1.0,0.00526,0.99474
1,1.0,0.0066,0.9934
0,0.0,0.99716,0.00284
1,1.0,0.02956,0.97044
1,1.0,0.0062,0.9938
1,1.0,0.00469,0.99531
1,1.0,0.0076,0.9924
0,0.0,0.99775,0.00225
1,1.0,0.02711,0.97289
1,1.0,0.04854,0.95146
0,0.0,0.99759,0.00241
1,1.0,0.01586,0.98414
0,0.0,0.98555,0.01445
1,1.0,0.01238,0.98762
0,0.0,0.99772,0.00228
1,1.0,0.00557,0.99443
1,1.0,0.00417,0.99583
1,1.0,0.00487,0.99513
0,0.0,0.99793,0.00207
1,1.0,0.00703,0.99297
1,1.0,0.00544,0.99456
1,1.0,0.00427,0.99573
1,1.0,0.00629,0.99371
1,1.0,0.0051,0.9949
1,1.0,0.00405,0.99595
1,1.0,0.04081,0.95919
1,1.0,0.0049,0.9951
1,1.0,0.0203,0.9797
0,0.0,0.99759,0.00241
0,0.0,0.993,0.007
1,1.0,0.00795,0.99205
1,1.0,0.03529,0.96471
1,1.0,0.00622,0.99378
0,0.0,0.96608,0.03392
0,0.0,0.99609,0.00391
0,0.0,0.99231,0.00769
1,1.0,0.00563,0.99437
1,1.0,0.00419,0.99581
1,1.0,0.05091,0.94909
1,1.0,0.00468,0.99532
0,0.0,0.99745,0.00255
1,1.0,0.01098,0.98902
1,1.0,0.05558,0.94442
1,1.0,0.00821,0.99179
1,1.0,0.00481,0.99519
1,1.0,0.12311,0.87689
0,0.0,0.99669,0.00331
0,0.0,0.99776,0.00224
1,1.0,0.0364,0.9636
1,1.0,0.00517,0.99483
1,1.0,0.00502,0.99498
0,0.0,0.9966,0.0034
1,1.0,0.00542,0.99458
1,1.0,0.0087,0.9913
1,1.0,0.00626,0.99374
0,0.0,0.99265,0.00735
1,1.0,0.00503,0.99497
1,1.0,0.02774,0.97226
1,1.0,0.00455,0.99545
1,0.0,0.70508,0.29492
1,1.0,0.00433,0.99567
1,1.0,0.0159,0.9841
0,0.0,0.99716,0.00284
1,1.0,0.00417,0.99583
0,0.0,0.99781,0.00219
1,1.0,0.00424,0.99576
1,1.0,0.00463,0.99537
1,1.0,0.00928,0.99072
1,1.0,0.00528,0.99472
1,0.0,0.99607,0.00393
1,1.0,0.03546,0.96454
0,0.0,0.9971,0.0029
1,1.0,0.00568,0.99432
0,0.0,0.96812,0.03188
1,1.0,0.0064,0.9936
0,0.0,0.99714,0.00286
1,1.0,0.01778,0.98222
1,1.0,0.16312,0.83688
0,0.0,0.99407,0.00593
1,1.0,0.00465,0.99535
1,1.0,0.00422,0.99578
0,0.0,0.99715,0.00285
1,1.0,0.02207,0.97793
1,1.0,0.01269,0.98731
0,0.0,0.99802,0.00198
0,0.0,0.98944,0.01056
1,1.0,0.00677,0.99323
1,1.0,0.00588,0.99412
1,1.0,0.00659,0.99341
1,0.0,0.82833,0.17167
1,1.0,0.026,0.974
1,1.0,0.03697,0.96303
1,1.0,0.00889,0.99111
1,1.0,0.03066,0.96934
1,1.0,0.00795,0.99205
1,1.0,0.00909,0.99091
0,0.0,0.99772,0.00228
1,1.0,0.00493,0.99507
1,1.0,0.00668,0.99332
0,0.0,0.99474,0.00526
1,1.0,0.00906,0.99094
1,1.0,0.00542,0.99458
1,1.0,0.00405,0.99595
1,1.0,0.00443,0.99557
1,1.0,0.02219,0.97781
0,0.0,0.94734,0.05266
1,1.0,0.01293,0.98707
0,0.0,0.97562,0.02438
1,1.0,0.00629,0.99371
1,0.0,0.98543,0.01457
1,1.0,0.06381,0.93619
1,1.0,0.00521,0.99479
1,1.0,0.00724,0.99276
1,1.0,0.01288,0.98712
1,1.0,0.01574,0.98426
1,1.0,0.00395,0.99605
1,1.0,0.00498,0.99502
0,0.0,0.99762,0.00238
1,1.0,0.00427,0.99573
1,1.0,0.01396,0.98604
0,0.0,0.99431,0.00569
1,1.0,0.01075,0.98925
1,1.0,0.00397,0.99603
1,1.0,0.0213,0.9787
1,1.0,0.01292,0.98708
1,1.0,0.01165,0.98835
1,1.0,0.00704,0.99296
1,1.0,0.00436,0.99564
1,1.0,0.00504,0.99496
0,1.0,0.48965,0.51035
1,1.0,0.01095,0.98905
0,0.0,0.99767,0.00233
0,0.0,0.99643,0.00357
1,1.0,0.00991,0.99009
0,0.0,0.99682,0.00318
1,1.0,0.00608,0.99392
1,1.0,0.00471,0.99529
1,1.0,0.00974,0.99026
0,0.0,0.99463,0.00537
1,1.0,0.01386,0.98614
1,1.0,0.00583,0.99417
0,0.0,0.9974,0.0026
1,1.0,0.00561,0.99439
0,0.0,0.99779,0.00221
1,1.0,0.00492,0.99508
1,1.0,0.00936,0.99064
1,1.0,0.01336,0.98664
1,1.0,0.00498,0.99502
1,1.0,0.00671,0.99329
1,1.0,0.00412,0.99588
0,0.0,0.99789,0.00211
1,1.0,0.00415,0.99585
1,1.0,0.00533,0.99467
1,1.0,0.00691,0.99309
1,1.0,0.00457,0.99543
1,1.0,0.15136,0.84864
1,1.0,0.01035,0.98965
1,1.0,0.00405,0.99595
1,1.0,0.00538,0.99462
1,1.0,0.00396,0.99604
0,0.0,0.99781,0.00219
1,1.0,0.00764,0.99236
0,0.0,0.99723,0.00277
1,1.0,0.00646,0.99354
0,0.0,0.99756,0.00244
0,0.0,0.99746,0.00254
1,1.0,0.01465,0.98535
0,0.0,0.9899,0.0101
1,1.0,0.00593,0.99407
1,1.0,0.0112,0.9888
1,1.0,0.01249,0.98751
0,0.0,0.99652,0.00348
1,1.0,0.04609,0.95391
1,1.0,0.00405,0.99595
1,1.0,0.07935,0.92065
0,0.0,0.99784,0.00216
1,1.0,0.00423,0.99577
1,1.0,0.02024,0.97976
1,1.0,0.00567,0.99433
0,0.0,0.99658,0.00342
1,1.0,0.02337,0.97663
1,1.0,0.00439,0.99561
0,0.0,0.99692,0.00308
0,0.0,0.99799,0.00201
1,1.0,0.00454,0.99546
1,1.0,0.00837,0.99163
0,0.0,0.9977,0.0023
0,0.0,0.99739,0.00261
1,1.0,0.00543,0.99457
1,1.0,0.00441,0.99559
1,1.0,0.02188,0.97812
1,1.0,0.00511,0.99489
1,1.0,0.05776,0.94224
1,1.0,0.00393,0.99607
1,1.0,0.01387,0.98613
0,0.0,0.99621,0.00379
1,1.0,0.00599,0.99401
1,1.0,0.02549,0.97451
1,1.0,0.0043,0.9957
0,0.0,0.99798,0.00202
1,1.0,0.00415,0.99585
1,1.0,0.00681,0.99319
1,1.0,0.00495,0.99505
1,1.0,0.00558,0.99442
1,1.0,0.01414,0.98586
0,0.0,0.99408,0.00592
1,1.0,0.00427,0.99573
1,1.0,0.01186,0.98814
1,1.0,0.00426,0.99574
1,1.0,0.0128,0.9872
1,1.0,0.01062,0.98938
1,1.0,0.00566,0.99434
1,1.0,0.00622,0.99378
0,0.0,0.99689,0.00311
1,1.0,0.00717,0.99283
1,1.0,0.01077,0.98923
0,0.0,0.99615,0.00385
0,1.0,0.13358,0.86642
1,1.0,0.00497,0.99503
1,1.0,0.0242,0.9758
1,1.0,0.00852,0.99148
1,1.0,0.00439,0.99561
0,0.0,0.99555,0.00445
1,1.0,0.00458,0.99542
1,1.0,0.01971,0.98029
1,1.0,0.00752,0.99248
1,0.0,0.6314,0.3686
1,1.0,0.24027,0.75973
1,1.0,0.01515,0.98485
1,1.0,0.00526,0.99475
1,1.0,0.00493,0.99507
1,1.0,0.00997,0.99003
1,1.0,0.00534,0.99466
1,1.0,0.07349,0.92651
1,1.0,0.00713,0.99287
1,1.0,0.00454,0.99546
1,1.0,0.00434,0.99566
1,1.0,0.0103,0.9897
1,1.0,0.00765,0.99235
1,1.0,0.05436,0.94564
0,0.0,0.99347,0.00653
1,1.0,0.00564,0.99436
1,1.0,0.00479,0.99521
1,1.0,0.01652,0.98348
1,1.0,0.04511,0.95489
0,0.0,0.99782,0.00218
1,1.0,0.00521,0.99479
1,1.0,0.01634,0.98366
1,1.0,0.02516,0.97484
1,1.0,0.01086,0.98914
1,1.0,0.00922,0.99078
1,1.0,0.0043,0.9957
0,0.0,0.99094,0.00906
0,0.0,0.99496,0.00504
1,1.0,0.00527,0.99473
1,1.0,0.01215,0.98785
1,1.0,0.04268,0.95732
1,1.0,0.00896,0.99104
0,0.0,0.99747,0.00253
1,1.0,0.02387,0.97613
0,0.0,0.99526,0.00474
0,0.0,0.9956,0.0044
1,1.0,0.00568,0.99432
1,1.0,0.0104,0.9896
0,0.0,0.97138,0.02862
0,0.0,0.99762,0.00238
0,0.0,0.99678,0.00322
1,1.0,0.01368,0.98632
0,0.0,0.99788,0.00212
0,0.0,0.99691,0.00309
0,0.0,0.99661,0.00339
0,0.0,0.99712,0.00288
0,0.0,0.9962,0.0038
0,0.0,0.99733,0.00267
0,0.0,0.99644,0.00356
1,1.0,0.2231,0.7769
0,0.0,0.99736,0.00264
0,0.0,0.99792,0.00208
0,0.0,0.99778,0.00222
0,0.0,0.99777,0.00223
1,1.0,0.00583,0.99417
0,0.0,0.99659,0.00341
0,0.0,0.9873,0.0127
1,1.0,0.03323,0.96677
0,0.0,0.998,0.002
0,0.0,0.99772,0.00228
1,1.0,0.01477,0.98523
0,0.0,0.99626,0.00374
0,0.0,0.99391,0.00609
0,0.0,0.99799,0.00201
1,0.0,0.72162,0.27838
0,0.0,0.99705,0.00295
0,0.0,0.99816,0.00184
0,0.0,0.998,0.002
0,0.0,0.66496,0.33504
0,0.0,0.98796,0.01204
0,0.0,0.99533,0.00467
1,1.0,0.01675,0.98325
0,0.0,0.94497,0.05503
0,0.0,0.99721,0.00279
1,1.0,0.00672,0.99328
0,0.0,0.99777,0.00223
0,0.0,0.99823,0.00177
0,0.0,0.99729,0.00271
0,0.0,0.99783,0.00217
0,0.0,0.99769,0.00231
0,0.0,0.99779,0.00221
0,0.0,0.99766,0.00234
0,0.0,0.99809,0.00191
0,0.0,0.99647,0.00353
1,0.0,0.96079,0.03921
0,0.0,0.99151,0.00849
1,1.0,0.05006,0.94994
0,0.0,0.99768,0.00232
0,0.0,0.99782,0.00218
0,0.0,0.99781,0.00219
0,0.0,0.99546,0.00454
0,0.0,0.9976,0.0024
1,1.0,0.01466,0.98534
1,1.0,0.01518,0.98482
0,0.0,0.99817,0.00183
0,0.0,0.99734,0.00266
0,0.0,0.99832,0.00168
0,0.0,0.99495,0.00505
1,1.0,0.02806,0.97194
0,0.0,0.99535,0.00465
0,0.0,0.99807,0.00193
0,0.0,0.99729,0.00271
0,0.0,0.99518,0.00482
0,0.0,0.99791,0.00209
0,0.0,0.99804,0.00196
0,0.0,0.99752,0.00248
0,0.0,0.99744,0.00256
0,0.0,0.99812,0.00188
0,0.0,0.99798,0.00202
0,0.0,0.99801,0.00199
0,0.0,0.99764,0.00236
0,0.0,0.55243,0.44757
0,0.0,0.99711,0.00289
0,0.0,0.99759,0.00241
0,0.0,0.99813,0.00187
0,0.0,0.99639,0.00361
0,0.0,0.99509,0.00491
1,1.0,0.00475,0.99525
0,0.0,0.99728,0.00272
0,0.0,0.99771,0.00229
0,0.0,0.998,0.002
0,0.0,0.99812,0.00188
0,0.0,0.99697,0.00303
0,0.0,0.99825,0.00175
0,0.0,0.99735,0.00265
0,0.0,0.9979,0.0021
0,0.0,0.99749,0.00251
0,0.0,0.99654,0.00346
0,0.0,0.99767,0.00233
0,0.0,0.9984,0.0016
0,0.0,0.99821,0.00179
0,0.0,0.99787,0.00213
0,0.0,0.98938,0.01062
1,1.0,0.01368,0.98632
0,0.0,0.99429,0.00571
0,0.0,0.99731,0.00269
0,0.0,0.99794,0.00206
0,0.0,0.99753,0.00247
1,1.0,0.00696,0.99304
0,0.0,0.99739,0.00261
1,1.0,0.02948,0.97052
0,0.0,0.9979,0.0021
0,0.0,0.99797,0.00203
0,0.0,0.99515,0.00485
0,0.0,0.99636,0.00364
0,0.0,0.99734,0.00266
0,0.0,0.99764,0.00236
0,0.0,0.99467,0.00533
0,0.0,0.997,0.003
0,0.0,0.99709,0.00291
0,0.0,0.99629,0.00371
0,0.0,0.99696,0.00304
0,0.0,0.99796,0.00204
0,0.0,0.99793,0.00207
0,0.0,0.99771,0.00229
0,0.0,0.99602,0.00398
0,0.0,0.99778,0.00222
0,0.0,0.99044,0.00956
0,0.0,0.99672,0.00328
0,0.0,0.99788,0.00212
1,1.0,0.0068,0.9932
0,0.0,0.99676,0.00324
0,0.0,0.99749,0.00251
0,0.0,0.99776,0.00224
0,0.0,0.99802,0.00198
0,0.0,0.99771,0.00229
0,0.0,0.99806,0.00194
0,0.0,0.99766,0.00234
1,1.0,0.05057,0.94943
1,1.0,0.43303,0.56697
0,0.0,0.99638,0.00362
0,0.0,0.99765,0.00235
0,0.0,0.99789,0.00211
0,0.0,0.99641,0.00359
0,0.0,0.91435,0.08565
0,0.0,0.9977,0.0023
0,0.0,0.99743,0.00257
0,0.0,0.99746,0.00254
0,0.0,0.99624,0.00376
0,0.0,0.99803,0.00197
0,0.0,0.99703,0.00297
0,0.0,0.99713,0.00287
0,0.0,0.99755,0.00245
0,0.0,0.99755,0.00245
0,0.0,0.99785,0.00215
0,0.0,0.99748,0.00252
0,0.0,0.99759,0.00241
0,0.0,0.99675,0.00325
0,0.0,0.99781,0.00219
0,0.0,0.9979,0.0021
1,0.0,0.98629,0.01371
0,0.0,0.99559,0.00441
0,0.0,0.99083,0.00917
0,0.0,0.99795,0.00205
1,1.0,0.01921,0.98079
0,0.0,0.99755,0.00245
1,0.0,0.75809,0.24191
1,1.0,0.01811,0.98189
0,0.0,0.99819,0.00181
0,0.0,0.99732,0.00268
0,0.0,0.99425,0.00575
0,0.0,0.99776,0.00224
1,0.0,0.93055,0.06945
0,0.0,0.99711,0.00289
0,0.0,0.99572,0.00428
0,0.0,0.99684,0.00316
1,1.0,0.00441,0.99559
0,0.0,0.99623,0.00377
0,0.0,0.99736,0.00264
1,1.0,0.00658,0.99342
0,0.0,0.99787,0.00213
0,0.0,0.9959,0.0041
0,0.0,0.99705,0.00295
0,0.0,0.99811,0.00189
0,0.0,0.99737,0.00263
0,0.0,0.92349,0.07651
0,0.0,0.99767,0.00233
1,1.0,0.12782,0.87218
1,1.0,0.00704,0.99296
0,0.0,0.99739,0.00261
0,0.0,0.99616,0.00384
0,0.0,0.99828,0.00172
0,0.0,0.99723,0.00277
0,0.0,0.99763,0.00237
0,0.0,0.99733,0.00267
1,1.0,0.00603,0.99397
0,0.0,0.99806,0.00194
1,1.0,0.00989,0.99011
0,0.0,0.9958,0.0042
0,0.0,0.99686,0.00314
0,0.0,0.99807,0.00193
0,0.0,0.99681,0.00319
0,0.0,0.98445,0.01555
0,0.0,0.99764,0.00236
0,0.0,0.99247,0.00753
0,0.0,0.99721,0.00279
0,0.0,0.99561,0.00439
1,1.0,0.01523,0.98477
0,0.0,0.99798,0.00202
0,0.0,0.99757,0.00243
0,0.0,0.97752,0.02248
0,0.0,0.99753,0.00247
0,0.0,0.99801,0.00199
1,1.0,0.00488,0.99512
0,0.0,0.99773,0.00227
1,0.0,0.59534,0.40466
1,1.0,0.02552,0.97448
0,0.0,0.99791,0.00209
0,0.0,0.99764,0.00236
1,1.0,0.01019,0.98981
0,0.0,0.99795,0.00205
0,0.0,0.99774,0.00226
0,0.0,0.7542,0.2458
0,0.0,0.9982,0.0018
0,0.0,0.99741,0.00259
0,0.0,0.98713,0.01287
0,0.0,0.99654,0.00346
0,0.0,0.99794,0.00206
0,0.0,0.99706,0.00294
0,0.0,0.99785,0.00215
0,0.0,0.99771,0.00229
0,0.0,0.99808,0.00192
1,1.0,0.00444,0.99556
0,0.0,0.9969,0.0031
0,0.0,0.99684,0.00316
0,0.0,0.99744,0.00256
0,0.0,0.99773,0.00227
0,0.0,0.9977,0.0023
0,0.0,0.99791,0.00209
0,0.0,0.99787,0.00213
0,0.0,0.9976,0.0024
0,0.0,0.99533,0.00467
0,0.0,0.99784,0.00216
0,0.0,0.99765,0.00235
0,0.0,0.99721,0.00279
0,0.0,0.99813,0.00187
0,0.0,0.99755,0.00245
0,0.0,0.99681,0.00319
0,0.0,0.99752,0.00248
0,0.0,0.99805,0.00195
0,0.0,0.99565,0.00435
0,0.0,0.99765,0.00235
0,0.0,0.99059,0.00941
0,0.0,0.99667,0.00333
1,1.0,0.05093,0.94907
1,1.0,0.00885,0.99115
0,0.0,0.99643,0.00357
0,0.0,0.99818,0.00182
0,0.0,0.99771,0.00229
0,0.0,0.99646,0.00354
0,0.0,0.99812,0.00188
0,0.0,0.99689,0.00311
0,0.0,0.99739,0.00261
0,0.0,0.9982,0.0018
0,0.0,0.99569,0.00431
0,0.0,0.98964,0.01036
0,0.0,0.9978,0.0022
0,0.0,0.99772,0.00228
0,0.0,0.99803,0.00197
0,0.0,0.99767,0.00233
0,0.0,0.98703,0.01297
0,0.0,0.99822,0.00178
0,0.0,0.99594,0.00406
0,0.0,0.99378,0.00622
0,0.0,0.99787,0.00213
0,0.0,0.99566,0.00434
0,0.0,0.99807,0.00193
0,0.0,0.99523,0.00477
0,0.0,0.99703,0.00297
1,1.0,0.00994,0.99006
0,0.0,0.99806,0.00194
0,0.0,0.9981,0.0019
0,0.0,0.9979,0.0021
0,0.0,0.99713,0.00287
1,1.0,0.18467,0.81533
0,0.0,0.99728,0.00272
1,0.0,0.98968,0.01032
0,0.0,0.99716,0.00284
0,0.0,0.9979,0.0021
0,0.0,0.99806,0.00194
0,0.0,0.9982,0.0018
0,0.0,0.99758,0.00242
0,0.0,0.99811,0.00189
0,0.0,0.9972,0.0028
0,0.0,0.99731,0.00269
0,0.0,0.99546,0.00454
0,0.0,0.99836,0.00164
0,0.0,0.99809,0.00191
0,0.0,0.99793,0.00207
0,0.0,0.99801,0.00199
0,0.0,0.99771,0.00229
0,0.0,0.99772,0.00228
1,1.0,0.00483,0.99517
0,0.0,0.99802,0.00198
0,0.0,0.99728,0.00272
0,0.0,0.99785,0.00215
0,0.0,0.99785,0.00215
0,0.0,0.99793,0.00207
0,0.0,0.99712,0.00288
0,0.0,0.99782,0.00218
0,0.0,0.99736,0.00264
0,0.0,0.99275,0.00725
0,0.0,0.99778,0.00222
0,0.0,0.99763,0.00237
1,1.0,0.01081,0.98919
0,0.0,0.99786,0.00214
0,0.0,0.99782,0.00218
1,1.0,0.00733,0.99267
0,0.0,0.98935,0.01065
0,0.0,0.99694,0.00306
0,0.0,0.88638,0.11362
0,0.0,0.99765,0.00235
0,0.0,0.99621,0.00379
0,0.0,0.998,0.002
0,0.0,0.99807,0.00193
1,1.0,0.01005,0.98995
0,0.0,0.998,0.002
0,0.0,0.99792,0.00208
0,0.0,0.99775,0.00225
0,0.0,0.9977,0.0023
1,0.0,0.8832,0.1168
0,0.0,0.9972,0.0028
0,0.0,0.99802,0.00198
0,0.0,0.99798,0.00202
0,0.0,0.99795,0.00205
0,0.0,0.99675,0.00325
0,0.0,0.99738,0.00262
0,0.0,0.99707,0.00293
0,0.0,0.99756,0.00244
1,1.0,0.00506,0.99494
0,0.0,0.99776,0.00224
0,0.0,0.99637,0.00363
0,0.0,0.99816,0.00184
0,0.0,0.99738,0.00262
0,0.0,0.99695,0.00305
0,0.0,0.99794,0.00206
0,0.0,0.98197,0.01803
0,0.0,0.99551,0.00449
0,0.0,0.99731,0.00269
0,0.0,0.99781,0.00219
1,1.0,0.04141,0.95859
1,1.0,0.03244,0.96756
0,0.0,0.99785,0.00215
0,0.0,0.99765,0.00235
0,0.0,0.9982,0.0018
0,0.0,0.99323,0.00677
0,0.0,0.99803,0.00197
0,0.0,0.99615,0.00385
0,0.0,0.99777,0.00223
0,0.0,0.99706,0.00294
0,0.0,0.99712,0.00288
0,0.0,0.99791,0.00209
0,0.0,0.99689,0.00311
1,1.0,0.00493,0.99507
0,0.0,0.99775,0.00225
0,0.0,0.997,0.003
0,0.0,0.9971,0.0029
0,0.0,0.99791,0.00209
0,0.0,0.97865,0.02135
0,0.0,0.99808,0.00192
0,0.0,0.99805,0.00195
0,0.0,0.9967,0.0033
1,1.0,0.01659,0.98341
1,1.0,0.05045,0.94955
0,0.0,0.99767,0.00233
0,0.0,0.99717,0.00283
0,0.0,0.99775,0.00225
0,0.0,0.99825,0.00175
0,0.0,0.99711,0.00289
0,0.0,0.79333,0.20667
0,0.0,0.99733,0.00267
0,0.0,0.99789,0.00211
0,0.0,0.9981,0.0019
0,0.0,0.99785,0.00215
0,0.0,0.99795,0.00205
0,0.0,0.99278,0.00722
0,0.0,0.99746,0.00254
0,0.0,0.99805,0.00195
0,0.0,0.99803,0.00197
0,0.0,0.97306,0.02694
0,0.0,0.99682,0.00318
1,1.0,0.01644,0.98356
0,0.0,0.96784,0.03216
0,0.0,0.99768,0.00232
0,0.0,0.99705,0.00295
1,1.0,0.01632,0.98368
0,0.0,0.99795,0.00205
0,0.0,0.99528,0.00472
0,0.0,0.99528,0.00472
0,0.0,0.9958,0.0042
1,1.0,0.00642,0.99358
0,0.0,0.99729,0.00271
0,0.0,0.998,0.002
0,0.0,0.99799,0.00201
0,0.0,0.99814,0.00186
0,0.0,0.99756,0.00244
1,1.0,0.07474,0.92526
1,1.0,0.27619,0.72381
0,0.0,0.99736,0.00264
0,0.0,0.99367,0.00633
0,0.0,0.97348,0.02652
0,1.0,0.29938,0.70062
0,0.0,0.99767,0.00233
0,0.0,0.99634,0.00366
0,0.0,0.99504,0.00496
0,0.0,0.99655,0.00346
0,0.0,0.99803,0.00197
0,0.0,0.99696,0.00304
0,0.0,0.99483,0.00517
0,0.0,0.99776,0.00224
0,0.0,0.99765,0.00235
0,0.0,0.99795,0.00205
0,0.0,0.99618,0.00382
0,0.0,0.99749,0.00251
0,0.0,0.99772,0.00228
0,0.0,0.99786,0.00214
1,1.0,0.03581,0.96419
0,0.0,0.99498,0.00502
0,0.0,0.99764,0.00236
1,0.0,0.86109,0.13891
0,0.0,0.9977,0.0023
0,0.0,0.99699,0.00301
0,0.0,0.99792,0.00208
0,0.0,0.9962,0.0038
1,1.0,0.01159,0.98841
