y_true,y_pred,no toxic,toxic
0,0.0,0.9987,0.0013
1,1.0,0.01586,0.98414
1,0.0,0.51276,0.48724
1,1.0,0.05012,0.94988
0,0.0,0.99948,0.00052
0,0.0,0.99782,0.00218
0,0.0,0.99472,0.00528
0,0.0,0.99727,0.00273
0,0.0,0.99234,0.00766
0,0.0,0.99755,0.00245
1,1.0,0.0456,0.9544
0,0.0,0.99581,0.00419
1,0.0,0.583,0.417
0,0.0,0.99107,0.00893
0,0.0,0.99871,0.00129
0,0.0,0.9552,0.0448
0,0.0,0.99788,0.00212
0,0.0,0.9996,0.0004
0,0.0,0.99716,0.00284
0,0.0,0.99577,0.00423
0,0.0,0.99121,0.00879
0,0.0,0.99906,0.00094
0,0.0,0.99955,0.00045
0,0.0,0.99582,0.00418
0,0.0,0.99941,0.00059
0,0.0,0.99897,0.00103
1,1.0,0.10081,0.89919
0,0.0,0.99788,0.00212
0,0.0,0.99777,0.00223
0,0.0,0.99752,0.00248
0,0.0,0.99868,0.00132
0,0.0,0.99833,0.00167
0,0.0,0.99889,0.00111
0,0.0,0.99971,0.00029
0,0.0,0.99752,0.00248
0,0.0,0.99524,0.00476
0,0.0,0.99774,0.00226
1,0.0,0.99719,0.00281
0,0.0,0.9978,0.0022
0,0.0,0.99722,0.00278
1,1.0,0.00448,0.99552
1,1.0,0.04872,0.95128
0,0.0,0.99942,0.00058
0,0.0,0.99571,0.00429
0,0.0,0.99866,0.00134
1,1.0,0.06205,0.93795
0,0.0,0.99696,0.00304
0,0.0,0.99942,0.00058
0,0.0,0.98805,0.01195
0,0.0,0.98317,0.01683
1,1.0,0.01968,0.98032
1,1.0,0.02067,0.97933
0,0.0,0.9989,0.0011
0,0.0,0.99812,0.00188
0,0.0,0.98312,0.01688
1,1.0,0.28177,0.71823
0,0.0,0.99767,0.00233
0,0.0,0.99797,0.00203
0,0.0,0.99778,0.00222
0,0.0,0.9885,0.0115
0,0.0,0.99279,0.00721
1,1.0,0.02649,0.97351
1,1.0,0.11693,0.88307
1,1.0,0.02723,0.97277
0,0.0,0.99868,0.00132
0,0.0,0.99851,0.00149
0,0.0,0.99753,0.00247
1,1.0,0.01073,0.98927
0,0.0,0.99492,0.00508
0,0.0,0.99828,0.00172
0,0.0,0.99575,0.00425
0,0.0,0.997,0.003
0,0.0,0.98441,0.01559
0,0.0,0.98072,0.01928
0,0.0,0.99752,0.00248
1,1.0,0.00982,0.99018
0,0.0,0.99832,0.00168
0,0.0,0.99836,0.00164
0,0.0,0.99959,0.00041
1,1.0,0.21414,0.78586
0,0.0,0.99661,0.00339
0,0.0,0.99696,0.00304
1,1.0,0.26491,0.73509
1,1.0,0.0187,0.9813
0,0.0,0.99895,0.00105
0,0.0,0.99714,0.00286
1,1.0,0.01949,0.98051
0,0.0,0.99965,0.00035
0,0.0,0.53492,0.46508
0,0.0,0.99842,0.00158
0,0.0,0.98873,0.01127
0,0.0,0.9987,0.0013
1,1.0,0.01053,0.98947
1,1.0,0.02042,0.97958
1,1.0,0.041,0.959
0,0.0,0.99771,0.00229
0,0.0,0.99744,0.00256
0,0.0,0.99741,0.00259
0,0.0,0.99907,0.00093
0,0.0,0.98382,0.01618
0,0.0,0.99221,0.00779
1,1.0,0.18218,0.81782
0,0.0,0.99888,0.00112
0,0.0,0.99249,0.00751
1,1.0,0.04689,0.95311
0,0.0,0.99898,0.00102
0,0.0,0.99849,0.00151
0,0.0,0.98875,0.01125
0,0.0,0.99012,0.00988
0,0.0,0.99956,0.00044
0,0.0,0.99708,0.00292
0,0.0,0.99809,0.00191
1,1.0,0.49793,0.50207
0,0.0,0.99875,0.00125
1,0.0,0.96535,0.03465
0,0.0,0.99663,0.00337
0,0.0,0.55471,0.44529
0,0.0,0.99602,0.00398
0,0.0,0.99883,0.00117
0,0.0,0.9958,0.0042
0,0.0,0.99863,0.00137
0,0.0,0.9902,0.0098
0,0.0,0.99774,0.00226
0,0.0,0.99844,0.00156
1,0.0,0.99784,0.00216
0,0.0,0.99884,0.00116
0,0.0,0.99905,0.00095
0,0.0,0.99801,0.00199
0,0.0,0.98128,0.01872
1,1.0,0.01397,0.98603
0,0.0,0.9995,0.0005
1,0.0,0.80381,0.19619
0,0.0,0.99193,0.00807
1,1.0,0.01907,0.98093
0,0.0,0.72086,0.27914
0,0.0,0.99948,0.00052
1,0.0,0.87422,0.12578
0,0.0,0.9986,0.0014
0,0.0,0.99921,0.00079
0,0.0,0.99654,0.00346
0,0.0,0.99522,0.00478
0,0.0,0.9121,0.0879
1,1.0,0.32549,0.67451
0,0.0,0.9972,0.0028
0,0.0,0.9997,0.0003
0,0.0,0.99904,0.00096
0,0.0,0.996,0.004
1,0.0,0.99492,0.00508
1,1.0,0.03128,0.96872
0,0.0,0.984,0.016
0,0.0,0.99971,0.00029
0,0.0,0.99943,0.00057
0,0.0,0.99758,0.00242
0,0.0,0.9992,0.0008
0,0.0,0.99535,0.00465
1,1.0,0.24966,0.75034
1,1.0,0.49893,0.50107
0,0.0,0.98425,0.01575
0,0.0,0.99626,0.00374
0,0.0,0.99581,0.00419
0,0.0,0.99649,0.00351
0,0.0,0.9989,0.0011
0,0.0,0.99955,0.00045
1,1.0,0.02658,0.97342
0,0.0,0.92963,0.07037
1,0.0,0.85362,0.14638
1,1.0,0.01111,0.98889
0,0.0,0.9985,0.0015
1,1.0,0.03284,0.96716
0,0.0,0.99951,0.00049
0,0.0,0.99399,0.00601
1,1.0,0.05471,0.94529
0,0.0,0.9971,0.0029
0,0.0,0.99834,0.00166
0,0.0,0.99177,0.00823
0,0.0,0.99731,0.00269
0,0.0,0.99407,0.00593
0,0.0,0.99769,0.00231
1,1.0,0.05403,0.94597
1,1.0,0.26722,0.73278
0,0.0,0.99935,0.00065
1,0.0,0.84434,0.15566
0,0.0,0.99553,0.00447
0,0.0,0.99862,0.00138
1,0.0,0.98021,0.01979
0,0.0,0.99912,0.00088
0,0.0,0.99842,0.00158
1,1.0,0.01543,0.98457
1,1.0,0.30871,0.69129
0,0.0,0.99774,0.00226
0,0.0,0.99931,0.00069
0,0.0,0.99735,0.00265
0,0.0,0.99798,0.00202
0,0.0,0.99817,0.00183
0,0.0,0.98952,0.01048
0,0.0,0.99915,0.00085
0,0.0,0.99876,0.00124
1,0.0,0.75794,0.24206
0,0.0,0.99871,0.00129
0,0.0,0.99403,0.00597
0,0.0,0.99823,0.00177
0,0.0,0.99738,0.00262
0,0.0,0.99494,0.00506
1,0.0,0.99865,0.00135
0,0.0,0.99579,0.00421
0,0.0,0.99783,0.00217
1,1.0,0.03044,0.96956
0,0.0,0.99163,0.00837
0,0.0,0.99945,0.00055
1,1.0,0.10873,0.89127
0,0.0,0.99666,0.00334
1,1.0,0.21029,0.78971
0,0.0,0.9972,0.0028
0,0.0,0.98331,0.01669
0,0.0,0.99931,0.00069
1,0.0,0.95521,0.04479
1,1.0,0.03564,0.96436
0,0.0,0.99178,0.00822
0,0.0,0.99744,0.00256
1,0.0,0.99611,0.00389
0,0.0,0.98165,0.01835
0,0.0,0.99884,0.00116
1,1.0,0.0512,0.9488
0,0.0,0.99945,0.00055
0,0.0,0.99938,0.00062
0,0.0,0.99686,0.00314
0,0.0,0.98616,0.01384
0,0.0,0.99767,0.00233
0,0.0,0.99411,0.00588
0,0.0,0.99851,0.00149
0,0.0,0.99713,0.00287
0,0.0,0.99904,0.00096
0,0.0,0.99219,0.00781
0,0.0,0.99949,0.00051
0,0.0,0.99892,0.00108
0,0.0,0.9734,0.0266
0,0.0,0.99129,0.00871
0,0.0,0.99514,0.00486
0,0.0,0.99921,0.00079
1,1.0,0.08092,0.91908
0,0.0,0.98601,0.01399
0,0.0,0.9997,0.0003
0,0.0,0.99915,0.00085
0,0.0,0.99776,0.00224
0,0.0,0.99384,0.00616
1,1.0,0.03913,0.96087
0,0.0,0.99935,0.00065
0,0.0,0.99371,0.00629
0,0.0,0.99146,0.00854
1,1.0,0.02877,0.97123
0,0.0,0.9967,0.0033
0,0.0,0.99638,0.00362
0,0.0,0.99498,0.00502
0,0.0,0.98627,0.01373
0,0.0,0.99775,0.00225
1,1.0,0.10355,0.89645
1,1.0,0.00838,0.99162
0,0.0,0.99845,0.00155
0,0.0,0.99962,0.00038
1,1.0,0.4131,0.5869
1,1.0,0.02476,0.97524
0,0.0,0.99904,0.00096
0,0.0,0.99536,0.00464
0,0.0,0.99867,0.00133
0,0.0,0.99539,0.00461
0,0.0,0.9355,0.0645
0,0.0,0.9968,0.0032
0,0.0,0.99861,0.00139
0,0.0,0.99806,0.00194
0,0.0,0.99925,0.00075
1,0.0,0.9624,0.0376
0,0.0,0.99826,0.00174
0,0.0,0.9987,0.0013
0,0.0,0.99919,0.00081
0,0.0,0.99912,0.00088
1,0.0,0.9924,0.0076
0,0.0,0.99695,0.00305
0,0.0,0.99447,0.00553
1,1.0,0.05965,0.94035
1,1.0,0.03778,0.96222
0,0.0,0.999,0.001
0,0.0,0.99409,0.00591
0,0.0,0.99569,0.00431
1,0.0,0.99884,0.00116
0,0.0,0.99718,0.00282
0,0.0,0.9941,0.0059
0,0.0,0.99101,0.00899
0,0.0,0.99837,0.00163
0,0.0,0.99925,0.00075
0,0.0,0.99699,0.00301
0,0.0,0.99546,0.00454
0,0.0,0.99826,0.00174
0,0.0,0.99727,0.00273
0,0.0,0.99837,0.00163
1,0.0,0.85545,0.14455
0,0.0,0.99677,0.00323
0,0.0,0.99792,0.00208
0,0.0,0.98964,0.01036
0,0.0,0.99865,0.00135
0,0.0,0.99737,0.00263
0,0.0,0.9968,0.0032
1,1.0,0.25352,0.74648
0,0.0,0.99926,0.00074
1,0.0,0.978,0.022
1,1.0,0.03816,0.96184
0,0.0,0.99827,0.00173
0,0.0,0.99732,0.00268
0,0.0,0.99541,0.00459
0,0.0,0.99969,0.00031
0,0.0,0.99828,0.00172
1,0.0,0.69317,0.30683
0,0.0,0.99681,0.00319
0,0.0,0.99665,0.00335
0,0.0,0.99924,0.00076
1,1.0,0.06272,0.93728
0,0.0,0.99797,0.00203
0,0.0,0.99922,0.00078
0,0.0,0.99648,0.00352
0,0.0,0.99433,0.00567
0,0.0,0.99923,0.00077
1,1.0,0.01908,0.98092
0,0.0,0.99688,0.00312
1,0.0,0.97558,0.02442
0,0.0,0.99921,0.00079
0,0.0,0.99853,0.00147
0,0.0,0.99378,0.00622
0,0.0,0.99863,0.00137
1,0.0,0.90022,0.09978
0,0.0,0.99766,0.00234
0,0.0,0.99474,0.00526
0,0.0,0.99594,0.00406
0,0.0,0.98477,0.01523
0,0.0,0.99959,0.00041
0,0.0,0.99952,0.00048
1,1.0,0.02844,0.97156
0,0.0,0.99731,0.00269
0,0.0,0.99905,0.00095
0,0.0,0.99865,0.00135
0,0.0,0.9974,0.0026
0,0.0,0.99887,0.00113
1,1.0,0.07048,0.92952
1,1.0,0.00766,0.99234
0,0.0,0.99503,0.00497
0,0.0,0.97987,0.02013
0,0.0,0.99627,0.00373
0,0.0,0.99857,0.00143
0,0.0,0.99908,0.00092
0,0.0,0.99865,0.00135
0,0.0,0.99942,0.00058
0,0.0,0.9951,0.00491
0,0.0,0.98371,0.01629
0,0.0,0.99661,0.00339
0,0.0,0.99802,0.00198
0,0.0,0.99559,0.00441
1,1.0,0.05223,0.94777
0,0.0,0.99744,0.00256
0,0.0,0.99325,0.00675
0,0.0,0.97735,0.02265
0,0.0,0.99773,0.00227
0,0.0,0.99937,0.00063
0,0.0,0.9984,0.0016
1,1.0,0.0192,0.9808
1,1.0,0.02855,0.97145
0,0.0,0.99923,0.00077
1,1.0,0.04844,0.95156
0,0.0,0.9981,0.0019
0,0.0,0.99704,0.00296
0,0.0,0.9989,0.0011
1,1.0,0.00883,0.99117
0,0.0,0.97947,0.02053
0,0.0,0.99618,0.00382
1,1.0,0.01078,0.98922
0,0.0,0.99776,0.00224
0,0.0,0.99899,0.00101
0,0.0,0.99758,0.00242
0,0.0,0.99515,0.00485
0,0.0,0.99704,0.00296
0,0.0,0.99297,0.00703
0,0.0,0.99762,0.00238
0,0.0,0.99888,0.00112
0,0.0,0.9986,0.0014
0,0.0,0.99667,0.00333
1,1.0,0.22986,0.77014
0,0.0,0.99674,0.00326
1,1.0,0.00601,0.99399
0,0.0,0.99748,0.00252
0,0.0,0.99954,0.00046
0,0.0,0.9977,0.0023
0,0.0,0.99602,0.00398
0,0.0,0.99856,0.00144
0,0.0,0.99649,0.00351
0,0.0,0.99698,0.00302
0,0.0,0.99541,0.00459
0,0.0,0.99816,0.00184
0,0.0,0.99799,0.00201
0,0.0,0.99788,0.00212
0,0.0,0.99845,0.00155
0,0.0,0.9918,0.0082
0,0.0,0.99955,0.00045
0,0.0,0.9976,0.0024
0,0.0,0.99909,0.00091
0,0.0,0.99935,0.00065
0,0.0,0.99859,0.00141
0,0.0,0.99668,0.00332
0,0.0,0.99366,0.00634
0,0.0,0.997,0.003
0,0.0,0.9991,0.0009
0,0.0,0.99904,0.00096
0,0.0,0.99204,0.00796
0,0.0,0.99702,0.00298
0,0.0,0.99512,0.00488
0,0.0,0.99896,0.00104
0,0.0,0.99684,0.00316
1,1.0,0.06491,0.93509
0,0.0,0.99236,0.00764
0,0.0,0.99812,0.00188
0,0.0,0.99392,0.00608
1,1.0,0.03987,0.96013
0,0.0,0.99344,0.00656
0,0.0,0.99895,0.00105
0,0.0,0.99863,0.00137
0,0.0,0.99749,0.00251
0,0.0,0.99932,0.00068
0,0.0,0.99652,0.00348
1,1.0,0.17464,0.82536
0,0.0,0.99962,0.00038
0,0.0,0.99904,0.00096
0,0.0,0.99942,0.00058
0,0.0,0.99652,0.00348
1,1.0,0.05723,0.94277
0,0.0,0.99409,0.00591
0,0.0,0.99458,0.00542
0,0.0,0.99378,0.00622
0,0.0,0.99245,0.00755
1,1.0,0.01872,0.98128
0,0.0,0.95319,0.04681
0,0.0,0.99848,0.00152
0,0.0,0.99966,0.00034
0,0.0,0.99385,0.00615
0,0.0,0.99337,0.00663
0,0.0,0.99892,0.00108
1,0.0,0.55252,0.44748
1,1.0,0.24647,0.75353
0,0.0,0.99015,0.00985
1,0.0,0.99909,0.00091
1,1.0,0.04031,0.95969
1,0.0,0.54277,0.45723
0,0.0,0.99875,0.00125
0,0.0,0.99937,0.00063
1,1.0,0.05011,0.94989
0,0.0,0.98221,0.01779
0,0.0,0.99793,0.00207
0,0.0,0.99708,0.00292
0,0.0,0.99962,0.00038
0,0.0,0.99909,0.00091
1,1.0,0.19573,0.80427
0,0.0,0.95373,0.04627
0,0.0,0.99717,0.00283
0,0.0,0.99587,0.00413
0,0.0,0.99882,0.00118
0,0.0,0.99891,0.00109
0,0.0,0.99831,0.00169
0,0.0,0.99746,0.00254
0,1.0,0.19926,0.80074
0,0.0,0.99756,0.00244
0,0.0,0.99898,0.00102
0,0.0,0.99966,0.00034
0,0.0,0.99853,0.00147
0,0.0,0.99847,0.00153
0,0.0,0.99861,0.00139
0,0.0,0.99319,0.00681
0,0.0,0.99295,0.00705
1,1.0,0.23777,0.76223
0,0.0,0.99813,0.00187
1,1.0,0.28702,0.71298
0,0.0,0.99527,0.00473
1,1.0,0.05983,0.94017
1,1.0,0.03413,0.96587
0,0.0,0.9974,0.0026
0,0.0,0.99968,0.00032
1,1.0,0.01595,0.98405
1,1.0,0.05573,0.94427
0,0.0,0.99872,0.00128
0,0.0,0.86298,0.13702
0,0.0,0.99708,0.00292
0,0.0,0.94272,0.05728
0,0.0,0.99936,0.00064
0,0.0,0.99904,0.00096
0,0.0,0.99475,0.00525
0,0.0,0.99811,0.00189
0,0.0,0.99708,0.00292
0,0.0,0.99892,0.00108
0,0.0,0.9933,0.0067
0,0.0,0.99772,0.00228
0,0.0,0.99908,0.00092
0,0.0,0.59841,0.40159
1,1.0,0.08537,0.91463
0,0.0,0.99906,0.00094
1,1.0,0.38972,0.61028
0,0.0,0.99853,0.00147
1,1.0,0.0541,0.9459
0,0.0,0.98042,0.01958
1,1.0,0.24238,0.75762
0,0.0,0.99794,0.00206
0,0.0,0.99746,0.00254
0,0.0,0.99739,0.00261
0,0.0,0.99835,0.00165
0,0.0,0.99881,0.00119
0,0.0,0.9986,0.0014
0,0.0,0.99716,0.00284
0,0.0,0.9982,0.0018
1,1.0,0.10956,0.89044
0,0.0,0.99922,0.00078
0,0.0,0.99666,0.00334
0,0.0,0.99448,0.00552
1,0.0,0.98733,0.01267
0,0.0,0.99888,0.00112
0,0.0,0.99897,0.00103
0,1.0,0.22775,0.77225
0,0.0,0.9995,0.0005
0,0.0,0.98099,0.01901
0,0.0,0.99566,0.00434
0,0.0,0.99854,0.00146
0,0.0,0.99532,0.00468
1,1.0,0.42201,0.57799
0,0.0,0.99825,0.00175
0,0.0,0.98728,0.01272
0,0.0,0.9982,0.0018
0,0.0,0.9955,0.0045
0,0.0,0.99856,0.00144
0,0.0,0.99189,0.00811
0,0.0,0.99787,0.00213
0,0.0,0.99967,0.00033
0,0.0,0.99854,0.00146
0,0.0,0.99738,0.00262
0,0.0,0.98099,0.01901
1,1.0,0.02326,0.97674
0,0.0,0.99584,0.00416
0,0.0,0.99599,0.00401
1,0.0,0.98506,0.01494
1,0.0,0.98701,0.01299
0,0.0,0.99529,0.00471
0,0.0,0.99678,0.00322
0,0.0,0.99429,0.00571
0,0.0,0.99509,0.00491
0,0.0,0.99938,0.00062
0,0.0,0.99876,0.00124
0,0.0,0.99466,0.00534
0,0.0,0.99864,0.00136
0,0.0,0.99477,0.00523
0,0.0,0.90556,0.09444
0,0.0,0.99892,0.00108
1,1.0,0.01158,0.98842
1,1.0,0.00673,0.99327
0,0.0,0.99505,0.00495
0,0.0,0.99949,0.00051
0,0.0,0.99638,0.00362
0,0.0,0.98947,0.01053
1,1.0,0.00506,0.99494
0,0.0,0.9975,0.0025
1,0.0,0.95215,0.04785
0,0.0,0.99964,0.00036
1,1.0,0.15289,0.84711
1,1.0,0.02671,0.97329
0,0.0,0.99565,0.00435
0,0.0,0.99318,0.00682
1,0.0,0.93466,0.06534
0,0.0,0.99623,0.00377
0,0.0,0.99749,0.00251
0,0.0,0.98831,0.01169
1,1.0,0.01188,0.98812
0,0.0,0.98264,0.01736
0,0.0,0.99928,0.00072
0,0.0,0.99809,0.00191
0,0.0,0.99855,0.00145
0,0.0,0.9989,0.0011
0,0.0,0.99928,0.00072
0,0.0,0.9877,0.0123
0,0.0,0.99758,0.00242
0,0.0,0.99884,0.00116
0,0.0,0.9871,0.0129
0,0.0,0.99878,0.00122
0,0.0,0.98957,0.01043
0,0.0,0.99682,0.00318
0,0.0,0.99911,0.00089
0,0.0,0.99553,0.00447
0,0.0,0.9989,0.0011
0,0.0,0.99557,0.00443
0,0.0,0.99947,0.00053
0,0.0,0.99835,0.00165
1,1.0,0.05256,0.94744
0,0.0,0.99527,0.00473
0,0.0,0.99499,0.00501
0,0.0,0.99718,0.00282
0,0.0,0.99762,0.00238
0,0.0,0.99973,0.00027
0,0.0,0.99822,0.00178
0,0.0,0.99851,0.00149
0,0.0,0.99902,0.00098
0,0.0,0.99886,0.00114
1,0.0,0.6208,0.3792
0,0.0,0.99616,0.00384
0,0.0,0.99734,0.00266
0,0.0,0.99795,0.00205
0,0.0,0.99891,0.00109
0,0.0,0.99796,0.00204
0,0.0,0.98707,0.01293
1,1.0,0.05117,0.94883
0,0.0,0.99257,0.00743
0,0.0,0.99513,0.00487
0,0.0,0.99041,0.00959
0,0.0,0.99958,0.00042
0,0.0,0.99874,0.00126
0,0.0,0.99634,0.00366
0,0.0,0.99701,0.00299
0,0.0,0.99844,0.00156
0,0.0,0.99733,0.00267
0,0.0,0.98937,0.01063
0,0.0,0.99762,0.00238
0,0.0,0.99889,0.00111
0,0.0,0.98125,0.01875
0,0.0,0.99971,0.00029
1,0.0,0.90889,0.09111
0,0.0,0.98854,0.01146
0,0.0,0.99912,0.00088
0,0.0,0.97667,0.02333
0,0.0,0.99973,0.00027
0,0.0,0.99573,0.00427
1,1.0,0.06538,0.93462
0,0.0,0.99704,0.00296
0,0.0,0.99968,0.00032
1,1.0,0.03048,0.96952
0,0.0,0.99971,0.00029
0,0.0,0.99893,0.00107
0,0.0,0.99884,0.00116
0,0.0,0.99652,0.00348
0,0.0,0.93923,0.06077
0,0.0,0.99819,0.00181
0,0.0,0.99934,0.00066
0,0.0,0.99775,0.00225
0,0.0,0.99891,0.00109
0,0.0,0.99766,0.00234
0,0.0,0.99941,0.00059
0,0.0,0.9997,0.0003
0,0.0,0.99962,0.00038
0,0.0,0.97534,0.02466
0,0.0,0.99829,0.00171
0,0.0,0.99092,0.00908
0,0.0,0.99548,0.00452
0,0.0,0.99799,0.00201
1,0.0,0.98896,0.01104
0,0.0,0.99691,0.00309
0,0.0,0.99888,0.00112
0,0.0,0.99858,0.00142
0,0.0,0.99787,0.00213
0,0.0,0.99908,0.00092
0,0.0,0.99229,0.00771
0,0.0,0.99835,0.00165
0,0.0,0.99713,0.00287
0,0.0,0.99881,0.00119
0,0.0,0.99617,0.00383
0,0.0,0.99081,0.00919
0,0.0,0.98336,0.01664
0,0.0,0.99891,0.00109
1,1.0,0.02866,0.97134
0,0.0,0.99883,0.00117
0,0.0,0.99814,0.00186
0,0.0,0.99908,0.00092
0,0.0,0.99435,0.00565
0,0.0,0.99849,0.00151
1,1.0,0.01844,0.98156
1,1.0,0.20364,0.79636
0,0.0,0.99713,0.00287
0,0.0,0.9982,0.0018
0,0.0,0.96667,0.03333
0,0.0,0.99228,0.00772
1,1.0,0.45629,0.54371
0,0.0,0.99557,0.00443
1,1.0,0.03647,0.96353
0,0.0,0.99782,0.00218
0,0.0,0.99602,0.00398
0,0.0,0.99453,0.00547
0,0.0,0.99873,0.00127
0,0.0,0.99229,0.00771
1,1.0,0.0156,0.9844
0,0.0,0.99662,0.00338
0,0.0,0.9967,0.0033
0,0.0,0.9991,0.0009
0,0.0,0.94391,0.05609
0,0.0,0.99784,0.00216
1,1.0,0.00347,0.99653
0,0.0,0.99904,0.00096
0,0.0,0.99205,0.00795
0,0.0,0.99697,0.00303
0,0.0,0.99884,0.00116
0,0.0,0.99828,0.00172
0,0.0,0.99462,0.00538
0,0.0,0.99914,0.00086
1,1.0,0.03343,0.96657
1,1.0,0.01989,0.98011
0,0.0,0.99616,0.00384
0,0.0,0.99499,0.00501
0,0.0,0.99715,0.00285
0,0.0,0.99829,0.00171
0,0.0,0.99665,0.00335
0,0.0,0.99804,0.00196
0,0.0,0.99747,0.00253
0,0.0,0.98784,0.01216
0,0.0,0.99044,0.00956
1,1.0,0.27756,0.72244
0,0.0,0.86533,0.13467
0,0.0,0.99626,0.00374
1,1.0,0.00546,0.99454
1,0.0,0.99968,0.00032
0,0.0,0.98336,0.01664
1,1.0,0.084,0.916
0,0.0,0.99651,0.00349
0,0.0,0.9975,0.0025
0,0.0,0.9907,0.0093
0,0.0,0.99583,0.00417
0,0.0,0.9991,0.0009
0,0.0,0.99768,0.00232
0,0.0,0.99888,0.00112
0,0.0,0.99949,0.00051
0,0.0,0.99933,0.00067
0,0.0,0.99972,0.00028
0,0.0,0.99969,0.00031
0,0.0,0.99761,0.00239
1,1.0,0.02691,0.97309
0,0.0,0.99602,0.00398
0,0.0,0.99581,0.00419
0,0.0,0.99972,0.00028
1,1.0,0.04906,0.95094
0,0.0,0.97946,0.02054
0,0.0,0.99474,0.00526
0,0.0,0.99751,0.00249
0,0.0,0.99105,0.00895
0,0.0,0.99898,0.00102
0,0.0,0.99577,0.00423
0,0.0,0.9959,0.0041
0,0.0,0.99234,0.00766
1,0.0,0.88199,0.11801
0,0.0,0.99823,0.00177
0,0.0,0.99972,0.00028
0,0.0,0.9971,0.0029
1,1.0,0.02662,0.97338
1,1.0,0.12711,0.87289
0,0.0,0.99873,0.00127
0,0.0,0.99136,0.00864
1,0.0,0.7501,0.2499
0,0.0,0.99793,0.00207
0,0.0,0.99734,0.00266
0,0.0,0.75245,0.24755
1,1.0,0.00579,0.99421
0,0.0,0.9779,0.0221
1,1.0,0.0072,0.9928
0,0.0,0.99857,0.00143
1,1.0,0.37286,0.62714
0,0.0,0.99623,0.00377
0,0.0,0.98934,0.01066
0,0.0,0.99689,0.00311
0,0.0,0.98991,0.01009
0,0.0,0.99911,0.00089
1,1.0,0.04977,0.95023
0,0.0,0.99821,0.00179
0,0.0,0.99117,0.00883
1,0.0,0.94325,0.05675
0,0.0,0.99886,0.00114
0,0.0,0.98411,0.01589
0,0.0,0.99163,0.00837
0,0.0,0.9981,0.0019
0,0.0,0.99702,0.00298
0,0.0,0.99318,0.00682
0,0.0,0.99922,0.00078
1,0.0,0.89777,0.10223
0,0.0,0.99659,0.00341
0,0.0,0.96563,0.03437
0,0.0,0.99864,0.00136
0,0.0,0.99797,0.00203
1,1.0,0.07847,0.92153
0,0.0,0.99877,0.00123
0,0.0,0.99729,0.00271
0,0.0,0.99886,0.00114
0,0.0,0.99746,0.00254
0,0.0,0.9755,0.0245
0,0.0,0.99729,0.00271
0,0.0,0.99062,0.00938
0,0.0,0.99631,0.00369
0,0.0,0.99406,0.00594
0,0.0,0.99672,0.00328
0,0.0,0.99849,0.00151
0,0.0,0.99905,0.00095
1,0.0,0.81103,0.18897
0,0.0,0.97925,0.02075
0,0.0,0.99662,0.00338
0,0.0,0.99876,0.00124
0,0.0,0.99974,0.00026
0,0.0,0.99898,0.00102
0,0.0,0.99926,0.00074
0,0.0,0.99668,0.00332
0,0.0,0.99874,0.00126
0,0.0,0.99961,0.00039
0,0.0,0.99909,0.00091
0,0.0,0.99941,0.00059
0,0.0,0.99811,0.00189
0,0.0,0.99534,0.00466
0,0.0,0.99954,0.00046
0,0.0,0.99811,0.00189
0,0.0,0.99914,0.00086
0,0.0,0.99758,0.00242
0,0.0,0.99664,0.00336
0,0.0,0.97013,0.02987
0,0.0,0.99855,0.00145
0,0.0,0.99475,0.00525
1,1.0,0.05694,0.94306
0,0.0,0.99925,0.00075
0,0.0,0.99744,0.00256
0,0.0,0.99154,0.00846
0,0.0,0.98759,0.01241
0,0.0,0.999,0.001
0,0.0,0.99872,0.00128
0,0.0,0.97032,0.02968
0,0.0,0.9984,0.0016
0,0.0,0.98831,0.01169
0,0.0,0.99892,0.00108
0,0.0,0.9997,0.0003
0,0.0,0.99839,0.00161
0,0.0,0.99809,0.00191
0,0.0,0.99751,0.00249
0,0.0,0.99917,0.00083
0,0.0,0.99811,0.00189
0,0.0,0.99641,0.00359
1,1.0,0.00448,0.99552
1,0.0,0.98903,0.01097
1,1.0,0.11406,0.88594
1,1.0,0.07118,0.92882
0,0.0,0.99637,0.00363
0,0.0,0.99638,0.00362
0,0.0,0.99213,0.00787
0,1.0,0.46999,0.53001
0,0.0,0.997,0.003
0,0.0,0.993,0.007
0,0.0,0.99603,0.00397
1,1.0,0.02487,0.97513
0,0.0,0.9904,0.0096
1,1.0,0.04204,0.95796
0,0.0,0.99042,0.00958
0,0.0,0.99724,0.00276
0,0.0,0.90291,0.09709
0,0.0,0.99589,0.00411
1,1.0,0.03365,0.96635
0,0.0,0.99726,0.00274
0,0.0,0.99445,0.00555
0,0.0,0.99969,0.00031
1,0.0,0.74817,0.25183
0,0.0,0.99963,0.00037
0,0.0,0.99757,0.00243
1,1.0,0.01162,0.98838
0,0.0,0.99952,0.00048
0,0.0,0.99935,0.00065
0,0.0,0.99887,0.00113
0,0.0,0.99732,0.00268
0,0.0,0.87916,0.12084
0,0.0,0.99878,0.00122
0,0.0,0.98896,0.01104
0,0.0,0.54959,0.45041
1,1.0,0.03273,0.96727
0,0.0,0.99699,0.00301
0,0.0,0.99472,0.00528
1,0.0,0.98177,0.01823
0,0.0,0.99366,0.00634
0,0.0,0.99797,0.00203
0,0.0,0.99886,0.00114
0,0.0,0.99737,0.00263
0,0.0,0.99562,0.00438
